InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,TotalAmount
71665,1776,Notebook,7,2022-01-04 03:18:47.175725240,21.54,1090,USA,150.78
92856,6208,Pen,2,2022-01-04 14:59:49.196398800,40.92,1068,India,81.84
37376,1687,T-shirt,3,2022-01-05 02:40:51.217072352,81.37,1068,India,244.11
65554,1529,T-shirt,3,2022-01-05 14:21:53.237745912,81.0,1081,UK,243.0
24199,6067,Bag,6,2022-01-06 02:02:55.258419472,93.9,1091,USA,563.4000000000001
91412,9080,Bag,3,2022-01-06 13:43:57.279093032,43.31,1034,India,129.93
60948,6518,Mug,5,2022-01-07 01:24:59.299766584,72.33,1085,USA,361.65
83781,3153,Bag,4,2022-01-07 13:06:01.320440144,53.19,1033,UK,212.76
82750,7094,Mug,3,2022-01-08 00:47:03.341113704,81.38,1062,USA,244.14
76262,7974,T-shirt,8,2022-01-08 12:28:05.361787264,72.69,1067,Canada,581.52
56600,5774,Mug,3,2022-01-09 00:09:07.382460816,39.95,1017,USA,119.85000000000001
86898,8692,Mug,6,2022-01-09 11:50:09.403134376,36.98,1025,Germany,221.88
72483,4103,Notebook,7,2022-01-09 23:31:11.423807936,28.98,1085,Germany,202.86
28297,3440,Bag,7,2022-01-10 11:12:13.444481496,59.77,1096,UK,418.39000000000004
40448,5135,Mug,2,2022-01-10 22:53:15.465155048,96.57,1060,UK,193.14
36172,8124,T-shirt,3,2022-01-11 10:34:17.485828608,24.01,1077,UK,72.03
52874,6201,Pen,4,2022-01-11 22:15:19.506502168,14.05,1094,Canada,56.2
17657,1844,Mug,7,2022-01-12 09:56:21.527175720,16.34,1073,Canada,114.38
94386,1446,Bag,2,2022-01-12 21:37:23.547849280,79.39,1087,USA,158.78
35425,4915,Notebook,3,2022-01-13 09:18:25.568522840,38.26,1084,India,114.78
36685,4109,T-shirt,7,2022-01-13 20:59:27.589196400,26.31,1047,Germany,184.17
34578,2234,Notebook,7,2022-01-14 08:40:29.609869952,38.52,1071,Germany,269.64000000000004
38831,7587,Pen,3,2022-01-14 20:21:31.630543512,66.31,1095,Germany,198.93
17906,1226,Mug,1,2022-01-15 08:02:33.651217072,56.94,1030,USA,56.94
71413,5143,Mug,3,2022-01-15 19:43:35.671890632,75.64,1033,USA,226.92000000000002
64028,8185,Bag,5,2022-01-16 07:24:37.692564184,37.21,1086,UK,186.05
17287,6558,Mug,7,2022-01-16 19:05:39.713237744,47.94,1088,India,335.58
43660,1186,T-shirt,4,2022-01-17 06:46:41.733911304,14.69,1006,UK,58.76
85758,3535,Pen,1,2022-01-17 18:27:43.754584864,11.94,1082,USA,11.94
70504,2932,Notebook,6,2022-01-18 06:08:45.775258416,48.91,1006,Canada,293.46
69720,3032,Pen,2,2022-01-18 17:49:47.795931976,33.65,1046,UK,67.3
44701,2252,Mug,3,2022-01-19 05:30:49.816605536,63.22,1007,USA,189.66
93300,6509,Notebook,4,2022-01-19 17:11:51.837279088,9.09,1077,USA,36.36
27674,6074,Bag,6,2022-01-20 04:52:53.857952648,16.57,1000,Canada,99.42
93560,2881,Pen,6,2022-01-20 16:33:55.878626208,87.19,1076,Canada,523.14
33874,1269,Notebook,7,2022-01-21 04:14:57.899299768,58.8,1002,Canada,411.59999999999997
53642,2630,Notebook,5,2022-01-21 15:55:59.919973320,72.65,1052,India,363.25
75160,5405,Notebook,7,2022-01-22 03:37:01.940646880,84.99,1091,USA,594.93
27602,7139,T-shirt,2,2022-01-22 15:18:03.961320440,49.06,1037,Canada,98.12
98801,2574,Pen,1,2022-01-23 02:59:05.981994000,77.3,1050,India,77.3
35931,2695,Notebook,8,2022-01-23 14:40:08.002667552,54.84,1014,Germany,438.72
39192,4258,Pen,1,2022-01-24 02:21:10.023341112,26.16,1099,Germany,26.16
56542,4262,Notebook,2,2022-01-24 14:02:12.044014672,37.08,1066,Germany,74.16
52520,2445,Bag,6,2022-01-25 01:43:14.064688224,51.58,1063,USA,309.48
74772,7263,Bag,1,2022-01-25 13:24:16.085361784,35.1,1067,India,35.1
68762,9411,Bag,3,2022-01-26 01:05:18.106035344,36.88,1004,India,110.64000000000001
60106,1052,Mug,7,2022-01-26 12:46:20.126708904,37.05,1089,Germany,259.34999999999997
91121,6570,Notebook,8,2022-01-27 00:27:22.147382456,16.67,1088,UK,133.36
35559,8579,Mug,4,2022-01-27 12:08:24.168056016,13.04,1009,Germany,52.16
43742,2666,Pen,3,2022-01-27 23:49:26.188729576,9.42,1007,USA,28.259999999999998
79669,7901,Mug,1,2022-01-28 11:30:28.209403136,15.54,1011,Germany,15.54
90199,3785,Pen,9,2022-01-28 23:11:30.230076688,37.65,1063,Germany,338.84999999999997
31754,1719,Pen,6,2022-01-29 10:52:32.250750248,61.42,1058,India,368.52
13972,9597,Pen,6,2022-01-29 22:33:34.271423808,22.87,1066,Germany,137.22
80831,7855,Mug,9,2022-01-30 10:14:36.292097368,89.36,1090,Canada,804.24
51873,3294,Notebook,1,2022-01-30 21:55:38.312770920,81.8,1049,Canada,81.8
19903,9263,Mug,6,2022-01-31 09:36:40.333444480,54.45,1022,UK,326.70000000000005
13020,5482,Notebook,5,2022-01-31 21:17:42.354118040,73.8,1039,USA,369.0
51755,1698,Notebook,6,2022-02-01 08:58:44.374791592,39.8,1096,USA,238.79999999999998
95956,8243,Pen,8,2022-02-01 20:39:46.395465152,8.49,1077,India,67.92
96988,6918,Mug,5,2022-02-02 08:20:48.416138712,90.91,1086,USA,454.54999999999995
55648,1348,Notebook,2,2022-02-02 20:01:50.436812272,17.14,1094,UK,34.28
19516,6374,Bag,2,2022-02-03 07:42:52.457485824,95.05,1076,Canada,190.1
12396,8869,Notebook,5,2022-02-03 19:23:54.478159384,59.33,1075,India,296.65
94082,1307,Bag,3,2022-02-04 07:04:56.498832944,34.03,1098,Canada,102.09
29129,4416,Mug,3,2022-02-04 18:45:58.519506504,52.07,1017,UK,156.21
11591,5820,Mug,8,2022-02-05 06:27:00.540180056,52.65,1020,India,421.2
21303,4558,Mug,7,2022-02-05 18:08:02.560853616,7.21,1000,Germany,50.47
40561,5478,Notebook,1,2022-02-06 05:49:04.581527176,38.77,1037,USA,38.77
81719,7531,T-shirt,5,2022-02-06 17:30:06.602200728,75.29,1040,UK,376.45000000000005
96231,5620,Notebook,9,2022-02-07 05:11:08.622874288,53.46,1041,India,481.14
17314,3985,Notebook,4,2022-02-07 16:52:10.643547848,28.2,1008,Canada,112.8
29623,9112,Pen,1,2022-02-08 04:33:12.664221408,36.84,1022,India,36.84
77675,9467,Pen,8,2022-02-08 16:14:14.684894960,86.99,1077,Germany,695.92
75082,3547,Notebook,5,2022-02-09 03:55:16.705568520,54.93,1010,UK,274.65
93624,1336,Bag,2,2022-02-09 15:36:18.726242080,55.19,1070,India,110.38
43130,3979,Pen,1,2022-02-10 03:17:20.746915640,96.34,1030,UK,96.34
61756,4968,Notebook,3,2022-02-10 14:58:22.767589192,35.48,1087,UK,106.44
36292,1910,T-shirt,9,2022-02-11 02:39:24.788262752,50.56,1025,Canada,455.04
96206,2996,Bag,1,2022-02-11 14:20:26.808936312,82.11,1029,USA,82.11
79274,4129,Mug,4,2022-02-12 02:01:28.829609872,77.1,1033,Germany,308.4
12469,6447,Notebook,8,2022-02-12 13:42:30.850283424,30.25,1045,India,242.0
63947,7129,Notebook,8,2022-02-13 01:23:32.870956984,19.35,1068,USA,154.8
32534,6850,Bag,8,2022-02-13 13:04:34.891630544,71.57,1004,Canada,572.56
73620,5204,Pen,8,2022-02-14 00:45:36.912304096,29.48,1060,USA,235.84
58874,8446,Pen,4,2022-02-14 12:26:38.932977656,92.65,1082,UK,370.6
59708,9519,Pen,8,2022-02-15 00:07:40.953651216,17.28,1037,UK,138.24
84553,1314,Mug,9,2022-02-15 11:48:42.974324776,35.24,1027,Germany,317.16
78344,2134,Bag,7,2022-02-15 23:29:44.994998328,10.2,1025,India,71.39999999999999
59138,5876,Bag,2,2022-02-16 11:10:47.015671888,71.81,1060,India,143.62
64302,9102,Pen,9,2022-02-16 22:51:49.036345448,89.67,1022,Canada,807.03
57638,9347,Pen,8,2022-02-17 10:32:51.057019008,65.41,1045,Germany,523.28
88249,6592,T-shirt,5,2022-02-17 22:13:53.077692560,94.09,1029,India,470.45000000000005
12719,2724,T-shirt,3,2022-02-18 09:54:55.098366120,17.21,1066,UK,51.63
32890,4343,Notebook,7,2022-02-18 21:35:57.119039680,13.33,1091,Germany,93.31
87236,1886,Notebook,2,2022-02-19 09:16:59.139713240,84.65,1032,USA,169.3
46509,1721,Bag,3,2022-02-19 20:58:01.160386792,86.27,1002,Germany,258.81
52534,8678,Bag,9,2022-02-20 08:39:03.181060352,83.95,1068,Germany,755.5500000000001
28787,4357,Mug,4,2022-02-20 20:20:05.201733912,80.9,1082,India,323.6
58845,1870,Mug,4,2022-02-21 08:01:07.222407464,39.41,1041,Canada,157.64
67932,7751,T-shirt,3,2022-02-21 19:42:09.243081024,25.66,1061,Canada,76.98
43062,1497,Notebook,5,2022-02-22 07:23:11.263754584,93.24,1057,India,466.2
85713,2756,T-shirt,3,2022-02-22 19:04:13.284428144,34.17,1056,India,102.51
97263,2117,T-shirt,9,2022-02-23 06:45:15.305101696,42.85,1000,India,385.65000000000003
70461,3828,Notebook,3,2022-02-23 18:26:17.325775256,71.46,1072,Canada,214.38
85418,2647,Mug,2,2022-02-24 06:07:19.346448816,32.87,1059,India,65.74
76672,7992,Notebook,5,2022-02-24 17:48:21.367122376,82.82,1068,USA,414.09999999999997
44832,7771,Pen,6,2022-02-25 05:29:23.387795928,11.65,1058,USA,69.9
41966,1142,Pen,1,2022-02-25 17:10:25.408469488,80.16,1045,UK,80.16
82545,3761,Pen,6,2022-02-26 04:51:27.429143048,62.18,1033,USA,373.08
22987,4435,Bag,3,2022-02-26 16:32:29.449816600,59.43,1096,Germany,178.29
47311,7622,Mug,4,2022-02-27 04:13:31.470490160,48.55,1024,UK,194.2
41575,8069,Mug,6,2022-02-27 15:54:33.491163720,31.32,1041,USA,187.92000000000002
73852,5512,Bag,8,2022-02-28 03:35:35.511837280,49.09,1028,Germany,392.72
11007,2848,T-shirt,9,2022-02-28 15:16:37.532510832,47.75,1024,USA,429.75
80981,3696,Pen,6,2022-03-01 02:57:39.553184392,60.46,1053,Germany,362.76
86242,2717,Pen,7,2022-03-01 14:38:41.573857952,31.75,1072,India,222.25
57517,4072,T-shirt,5,2022-03-02 02:19:43.594531512,12.37,1066,Germany,61.849999999999994
39257,3786,Notebook,9,2022-03-02 14:00:45.615205064,18.78,1014,India,169.02
97272,4791,Notebook,4,2022-03-03 01:41:47.635878624,71.42,1003,Germany,285.68
52207,4871,Mug,6,2022-03-03 13:22:49.656552184,7.14,1037,Germany,42.839999999999996
23281,2806,Bag,5,2022-03-04 01:03:51.677225744,86.36,1019,USA,431.8
71246,2504,Mug,1,2022-03-04 12:44:53.697899296,70.97,1022,Germany,70.97
11435,4308,Notebook,5,2022-03-05 00:25:55.718572856,77.97,1036,USA,389.85
36660,8117,T-shirt,5,2022-03-05 12:06:57.739246416,84.42,1061,Germany,422.1
15084,6048,Mug,9,2022-03-05 23:47:59.759919968,16.66,1007,Canada,149.94
92197,9263,Pen,1,2022-03-06 11:29:01.780593528,83.13,1036,UK,83.13
23507,2690,Pen,5,2022-03-06 23:10:03.801267088,52.94,1044,USA,264.7
82595,4303,T-shirt,7,2022-03-07 10:51:05.821940648,89.12,1096,USA,623.84
93807,4113,Notebook,6,2022-03-07 22:32:07.842614200,89.23,1032,India,535.38
55539,8850,Pen,6,2022-03-08 10:13:09.863287760,7.3,1006,Canada,43.8
17491,7416,Pen,7,2022-03-08 21:54:11.883961320,41.37,1021,India,289.59
60192,2504,Bag,6,2022-03-09 09:35:13.904634880,55.01,1004,Canada,330.06
90395,9924,Mug,5,2022-03-09 21:16:15.925308432,69.44,1014,Canada,347.2
73888,4924,Notebook,5,2022-03-10 08:57:17.945981992,32.19,1020,Germany,160.95
83609,9615,Mug,9,2022-03-10 20:38:19.966655552,28.95,1088,India,260.55
19077,5485,Notebook,8,2022-03-11 08:19:21.987329104,41.22,1016,UK,329.76
30953,9100,Pen,4,2022-03-11 20:00:24.008002664,52.59,1055,Canada,210.36
86919,9684,Bag,4,2022-03-12 07:41:26.028676224,95.36,1049,Canada,381.44
77889,1191,Mug,5,2022-03-12 19:22:28.049349784,77.4,1006,USA,387.0
33821,9690,Pen,3,2022-03-13 07:03:30.070023336,45.79,1049,Germany,137.37
47567,5917,Notebook,8,2022-03-13 18:44:32.090696896,10.16,1059,UK,81.28
34860,6831,Mug,7,2022-03-14 06:25:34.111370456,21.01,1082,Canada,147.07000000000002
31195,5322,Mug,5,2022-03-14 18:06:36.132044016,48.31,1006,USA,241.55
87475,7999,Pen,3,2022-03-15 05:47:38.152717568,82.31,1039,India,246.93
97266,8282,Mug,5,2022-03-15 17:28:40.173391128,41.17,1044,Canada,205.85000000000002
31427,2874,Bag,3,2022-03-16 05:09:42.194064688,56.16,1058,USA,168.48
37083,5763,Bag,5,2022-03-16 16:50:44.214738248,89.72,1087,India,448.6
97046,9464,Pen,1,2022-03-17 04:31:46.235411800,91.81,1074,Germany,91.81
67372,2051,Notebook,6,2022-03-17 16:12:48.256085360,25.5,1054,India,153.0
54064,8538,Pen,4,2022-03-18 03:53:50.276758920,9.14,1063,Canada,36.56
17813,8411,Bag,4,2022-03-18 15:34:52.297432472,34.01,1064,UK,136.04
41598,7320,T-shirt,8,2022-03-19 03:15:54.318106032,71.1,1053,India,568.8
37082,3105,T-shirt,2,2022-03-19 14:56:56.338779592,95.36,1095,UK,190.72
39241,1307,Mug,4,2022-03-20 02:37:58.359453152,12.32,1039,UK,49.28
54569,8737,Mug,2,2022-03-20 14:19:00.380126704,7.71,1052,India,15.42
21745,4359,T-shirt,1,2022-03-21 02:00:02.400800264,88.99,1043,Germany,88.99
36029,4176,Bag,3,2022-03-21 13:41:04.421473824,76.07,1062,India,228.20999999999998
23025,2251,Mug,8,2022-03-22 01:22:06.442147384,99.26,1001,USA,794.08
24288,6366,Pen,6,2022-03-22 13:03:08.462820936,42.7,1078,UK,256.20000000000005
99186,2517,Pen,7,2022-03-23 00:44:10.483494496,44.52,1020,Canada,311.64000000000004
16540,7226,Bag,2,2022-03-23 12:25:12.504168056,21.37,1087,UK,42.74
91958,6305,Mug,6,2022-03-24 00:06:14.524841616,16.01,1049,Canada,96.06
78878,6869,Pen,8,2022-03-24 11:47:16.545515168,59.98,1080,USA,479.84
51846,9039,Mug,8,2022-03-24 23:28:18.566188728,39.61,1051,USA,316.88
85932,5891,Mug,4,2022-03-25 11:09:20.586862288,12.63,1008,USA,50.52
27482,5992,Pen,6,2022-03-25 22:50:22.607535840,89.26,1098,India,535.5600000000001
33411,2961,T-shirt,5,2022-03-26 10:31:24.628209400,23.84,1019,UK,119.2
60975,3863,Pen,9,2022-03-26 22:12:26.648882960,76.12,1082,Canada,685.08
70545,7603,Bag,8,2022-03-27 09:53:28.669556520,31.81,1017,USA,254.48
88797,5567,Notebook,2,2022-03-27 21:34:30.690230072,82.23,1083,USA,164.46
62307,7513,Pen,7,2022-03-28 09:15:32.710903632,16.25,1029,Canada,113.75
13093,5005,Mug,7,2022-03-28 20:56:34.731577192,76.83,1064,UK,537.81
87258,1183,Mug,1,2022-03-29 08:37:36.752250752,14.32,1023,UK,14.32
32042,8755,Pen,1,2022-03-29 20:18:38.772924304,47.46,1087,Canada,47.46
62930,4358,Notebook,4,2022-03-30 07:59:40.793597864,74.73,1046,Germany,298.92
54413,7615,Pen,5,2022-03-30 19:40:42.814271424,21.46,1082,UK,107.30000000000001
43756,7797,Notebook,4,2022-03-31 07:21:44.834944976,32.14,1093,Canada,128.56
63268,9728,Notebook,7,2022-03-31 19:02:46.855618536,87.15,1089,Canada,610.0500000000001
49214,8678,Bag,3,2022-04-01 06:43:48.876292096,89.09,1043,USA,267.27
91871,6698,Mug,7,2022-04-01 18:24:50.896965656,9.27,1028,Canada,64.89
38602,2273,Mug,8,2022-04-02 06:05:52.917639208,20.97,1076,India,167.76
63331,7653,Notebook,6,2022-04-02 17:46:54.938312768,16.16,1067,USA,96.96000000000001
58901,2096,Mug,6,2022-04-03 05:27:56.958986328,22.07,1016,USA,132.42000000000002
73416,9002,T-shirt,8,2022-04-03 17:08:58.979659888,97.17,1096,UK,777.36
42196,5247,Notebook,8,2022-04-04 04:50:01.000333440,57.41,1004,Germany,459.28
15626,6314,Mug,7,2022-04-04 16:31:03.021007000,49.47,1091,UK,346.28999999999996
17424,4354,T-shirt,6,2022-04-05 04:12:05.041680560,98.52,1087,India,591.12
22857,1270,Bag,6,2022-04-05 15:53:07.062354120,57.91,1080,USA,347.46
29982,2186,Mug,6,2022-04-06 03:34:09.083027672,67.81,1049,USA,406.86
86961,7305,T-shirt,8,2022-04-06 15:15:11.103701232,36.61,1039,Canada,292.88
11980,3398,Pen,1,2022-04-07 02:56:13.124374792,41.3,1045,Germany,41.3
58290,7995,Pen,5,2022-04-07 14:37:15.145048344,61.47,1050,Germany,307.35
36431,8299,T-shirt,3,2022-04-08 02:18:17.165721904,11.63,1010,Canada,34.89
94976,5182,Notebook,8,2022-04-08 13:59:19.186395464,29.31,1011,India,234.48
92711,3230,Notebook,6,2022-04-09 01:40:21.207069024,23.7,1012,Germany,142.2
36385,7511,Mug,2,2022-04-09 13:21:23.227742576,6.51,1063,USA,13.02
48158,1128,Pen,7,2022-04-10 01:02:25.248416136,56.01,1007,India,392.07
33019,4672,Notebook,7,2022-04-10 12:43:27.269089696,58.3,1064,UK,408.09999999999997
28639,5765,Notebook,5,2022-04-11 00:24:29.289763256,41.47,1008,UK,207.35
95530,4970,Pen,8,2022-04-11 12:05:31.310436808,30.53,1091,India,244.24
31563,8545,Bag,5,2022-04-11 23:46:33.331110368,66.95,1001,USA,334.75
49341,6552,Notebook,1,2022-04-12 11:27:35.351783928,17.79,1077,UK,17.79
15776,1627,T-shirt,9,2022-04-12 23:08:37.372457488,54.27,1012,USA,488.43
46444,7589,Mug,4,2022-04-13 10:49:39.393131040,77.97,1001,Canada,311.88
78916,3044,Notebook,2,2022-04-13 22:30:41.413804600,20.61,1067,Germany,41.22
18711,3341,Notebook,4,2022-04-14 10:11:43.434478160,76.56,1075,India,306.24
84318,6884,Bag,9,2022-04-14 21:52:45.455151712,77.28,1047,Germany,695.52
92970,9185,T-shirt,2,2022-04-15 09:33:47.475825280,10.69,1073,Canada,21.38
95553,1249,Mug,4,2022-04-15 21:14:49.496498832,6.78,1002,UK,27.12
40707,3925,Notebook,2,2022-04-16 08:55:51.517172384,97.52,1067,USA,195.04
49110,6043,Mug,5,2022-04-16 20:36:53.537845952,23.37,1005,USA,116.85000000000001
71788,1974,Pen,3,2022-04-17 08:17:55.558519504,83.1,1086,Canada,249.29999999999998
92879,8192,Notebook,2,2022-04-17 19:58:57.579193056,58.38,1004,India,116.76
48827,3672,Notebook,9,2022-04-18 07:39:59.599866624,30.12,1002,Germany,271.08
15655,8279,Pen,5,2022-04-18 19:21:01.620540176,17.35,1009,UK,86.75
54859,8531,Bag,5,2022-04-19 07:02:03.641213744,52.18,1042,India,260.9
63625,9662,Notebook,1,2022-04-19 18:43:05.661887296,43.7,1018,Canada,43.7
62098,2987,Mug,6,2022-04-20 06:24:07.682560848,71.39,1013,Canada,428.34000000000003
25251,1090,T-shirt,7,2022-04-20 18:05:09.703234416,90.9,1020,USA,636.3000000000001
10526,9721,Mug,1,2022-04-21 05:46:11.723907968,81.5,1042,UK,81.5
78760,5059,Bag,9,2022-04-21 17:27:13.744581520,31.07,1027,India,279.63
57837,3773,T-shirt,8,2022-04-22 05:08:15.765255088,88.5,1020,USA,708.0
21536,9383,Mug,8,2022-04-22 16:49:17.785928640,84.17,1035,UK,673.36
38541,8409,Mug,7,2022-04-23 04:30:19.806602192,93.27,1023,Germany,652.89
89083,5440,Pen,5,2022-04-23 16:11:21.827275760,48.57,1053,Germany,242.85
61027,8347,Bag,3,2022-04-24 03:52:23.847949312,78.01,1037,USA,234.03000000000003
44531,2008,Pen,9,2022-04-24 15:33:25.868622880,61.21,1016,India,550.89
18712,4783,T-shirt,7,2022-04-25 03:14:27.889296432,34.5,1021,UK,241.5
75455,7646,Pen,8,2022-04-25 14:55:29.909969984,99.47,1082,Germany,795.76
84744,5298,Bag,6,2022-04-26 02:36:31.930643552,8.64,1044,Germany,51.84
15109,5668,Notebook,5,2022-04-26 14:17:33.951317104,20.42,1073,India,102.10000000000001
59268,5287,Notebook,8,2022-04-27 01:58:35.971990656,89.79,1060,USA,718.32
64615,3052,T-shirt,3,2022-04-27 13:39:37.992664224,10.75,1010,Canada,32.25
92503,7009,Notebook,7,2022-04-28 01:20:40.013337776,89.25,1060,UK,624.75
39759,2716,Pen,2,2022-04-28 13:01:42.034011328,72.95,1037,Germany,145.9
95708,1310,T-shirt,3,2022-04-29 00:42:44.054684896,8.48,1065,Canada,25.44
70112,5538,Bag,2,2022-04-29 12:23:46.075358448,45.79,1032,India,91.58
36589,2260,T-shirt,5,2022-04-30 00:04:48.096032016,76.67,1042,USA,383.35
40015,4932,T-shirt,7,2022-04-30 11:45:50.116705568,60.39,1030,UK,422.73
39009,1584,Mug,1,2022-04-30 23:26:52.137379120,93.91,1034,India,93.91
93309,8616,Mug,9,2022-05-01 11:07:54.158052688,87.43,1036,USA,786.8700000000001
72046,9551,T-shirt,1,2022-05-01 22:48:56.178726240,36.6,1046,India,36.6
36143,3866,Notebook,1,2022-05-02 10:29:58.199399792,13.04,1099,Germany,13.04
16154,6898,Mug,8,2022-05-02 22:11:00.220073360,94.7,1022,Germany,757.6
31804,3011,Bag,6,2022-05-03 09:52:02.240746912,54.14,1035,Canada,324.84000000000003
51688,7251,Pen,6,2022-05-03 21:33:04.261420464,12.07,1039,India,72.42
74288,5939,Mug,9,2022-05-04 09:14:06.282094032,82.57,1089,Germany,743.1299999999999
61195,5006,T-shirt,4,2022-05-04 20:55:08.302767584,87.51,1088,USA,350.04
30581,2625,Notebook,8,2022-05-05 08:36:10.323441152,65.75,1080,Canada,526.0
62648,1890,Pen,4,2022-05-05 20:17:12.344114704,47.51,1014,UK,190.04
40087,7078,Mug,2,2022-05-06 07:58:14.364788256,67.91,1036,India,135.82
59930,8036,Notebook,8,2022-05-06 19:39:16.385461824,72.13,1003,Germany,577.04
42981,9923,Notebook,7,2022-05-07 07:20:18.406135376,89.84,1021,USA,628.88
79298,4961,Notebook,4,2022-05-07 19:01:20.426808928,95.81,1080,India,383.24
56167,3504,T-shirt,9,2022-05-08 06:42:22.447482496,53.86,1021,USA,484.74
85304,9806,Bag,9,2022-05-08 18:23:24.468156048,80.86,1080,Canada,727.74
53408,4806,Notebook,8,2022-05-09 06:04:26.488829616,96.63,1077,Germany,773.04
49499,7100,Pen,1,2022-05-09 17:45:28.509503168,19.37,1077,Germany,19.37
62269,2719,Mug,7,2022-05-10 05:26:30.530176720,6.74,1016,Canada,47.18
48559,7686,Pen,5,2022-05-10 17:07:32.550850288,87.55,1071,USA,437.75
84319,2587,T-shirt,7,2022-05-11 04:48:34.571523840,23.55,1097,India,164.85
58787,8000,T-shirt,9,2022-05-11 16:29:36.592197392,9.04,1089,USA,81.35999999999999
45488,1896,Pen,2,2022-05-12 04:10:38.612870960,20.21,1093,India,40.42
84441,6558,Bag,4,2022-05-12 15:51:40.633544512,41.49,1085,Canada,165.96
84663,9469,T-shirt,4,2022-05-13 03:32:42.654218064,25.83,1079,UK,103.32
32431,5647,T-shirt,2,2022-05-13 15:13:44.674891632,34.0,1093,India,68.0
71681,3432,Pen,3,2022-05-14 02:54:46.695565184,97.65,1079,Germany,292.95000000000005
73483,4904,T-shirt,8,2022-05-14 14:35:48.716238752,71.92,1037,Germany,575.36
59153,7837,Bag,9,2022-05-15 02:16:50.736912304,72.66,1023,Germany,653.9399999999999
16368,2449,Bag,6,2022-05-15 13:57:52.757585856,14.0,1099,USA,84.0
37424,5500,Bag,2,2022-05-16 01:38:54.778259424,74.55,1098,USA,149.1
55004,6454,Mug,2,2022-05-16 13:19:56.798932976,75.24,1005,USA,150.48
93869,5117,Bag,7,2022-05-17 01:00:58.819606528,67.68,1067,Germany,473.76000000000005
98652,9869,Bag,8,2022-05-17 12:42:00.840280096,26.7,1081,India,213.6
66985,3028,Mug,8,2022-05-18 00:23:02.860953648,45.19,1005,Germany,361.52
60069,7845,Notebook,6,2022-05-18 12:04:04.881627200,85.4,1025,India,512.4000000000001
62326,4758,T-shirt,8,2022-05-18 23:45:06.902300768,68.67,1090,USA,549.36
91061,6904,Bag,1,2022-05-19 11:26:08.922974320,74.61,1040,UK,74.61
33398,5624,T-shirt,9,2022-05-19 23:07:10.943647888,60.8,1074,USA,547.1999999999999
60861,9848,Pen,1,2022-05-20 10:48:12.964321440,47.71,1037,Canada,47.71
85897,1165,T-shirt,3,2022-05-20 22:29:14.984994992,77.11,1079,India,231.32999999999998
91905,5591,Mug,9,2022-05-21 10:10:17.005668560,11.45,1082,UK,103.05
78577,1589,T-shirt,5,2022-05-21 21:51:19.026342112,68.95,1042,USA,344.75
75641,5524,T-shirt,9,2022-05-22 09:32:21.047015664,99.73,1052,UK,897.57
19078,3821,T-shirt,9,2022-05-22 21:13:23.067689232,79.12,1014,Germany,712.08
35003,7509,Notebook,6,2022-05-23 08:54:25.088362784,32.6,1089,India,195.60000000000002
72768,8693,Notebook,1,2022-05-23 20:35:27.109036336,31.39,1055,Canada,31.39
61047,1071,Pen,7,2022-05-24 08:16:29.129709904,68.39,1055,Germany,478.73
81626,4580,Mug,6,2022-05-24 19:57:31.150383456,90.11,1030,UK,540.66
67660,8962,T-shirt,9,2022-05-25 07:38:33.171057024,59.91,1082,USA,539.1899999999999
59786,1268,T-shirt,7,2022-05-25 19:19:35.191730576,55.1,1056,India,385.7
11925,3462,T-shirt,4,2022-05-26 07:00:37.212404128,20.24,1050,Canada,80.96
93976,2015,T-shirt,7,2022-05-26 18:41:39.233077696,72.97,1023,USA,510.78999999999996
36015,8984,Notebook,2,2022-05-27 06:22:41.253751248,71.72,1057,Canada,143.44
43320,1406,Pen,6,2022-05-27 18:03:43.274424800,96.86,1072,India,581.16
74881,8384,Bag,6,2022-05-28 05:44:45.295098368,33.52,1086,UK,201.12
36289,7049,Mug,2,2022-05-28 17:25:47.315771920,76.86,1003,Canada,153.72
13389,7169,T-shirt,4,2022-05-29 05:06:49.336445472,46.24,1009,India,184.96
35683,8982,Pen,8,2022-05-29 16:47:51.357119040,58.05,1062,Canada,464.4
23629,1985,Bag,8,2022-05-30 04:28:53.377792592,82.56,1072,USA,660.48
71550,5485,Pen,8,2022-05-30 16:09:55.398466160,26.09,1082,Canada,208.72
34826,9901,Notebook,8,2022-05-31 03:50:57.419139712,37.57,1014,USA,300.56
36630,3618,Bag,1,2022-05-31 15:31:59.439813264,78.46,1097,USA,78.46
56163,7289,Pen,2,2022-06-01 03:13:01.460486832,59.19,1062,India,118.38
76435,7928,Notebook,4,2022-06-01 14:54:03.481160384,13.78,1018,Germany,55.12
21653,6368,Pen,9,2022-06-02 02:35:05.501833936,45.87,1062,Canada,412.83
37961,5621,Pen,3,2022-06-02 14:16:07.522507504,60.73,1055,UK,182.19
91941,8566,Bag,6,2022-06-03 01:57:09.543181056,91.4,1020,USA,548.4000000000001
84137,5670,Notebook,7,2022-06-03 13:38:11.563854624,22.91,1033,Germany,160.37
43662,8658,T-shirt,8,2022-06-04 01:19:13.584528176,81.57,1016,USA,652.56
66446,2003,Mug,7,2022-06-04 13:00:15.605201728,17.41,1017,Germany,121.87
31288,8504,Bag,3,2022-06-05 00:41:17.625875296,28.01,1080,Germany,84.03
